,Occupation category,Job Name,Job Description,Daily Work,Faculty,Salary,Lifestyle,Skill List,Knowledge List,Related Job List,Unnamed: 0
0,การสื่อสาร การขายและการตลาด,นายหน้าอสังหาริมทรัพย์,ให้คำปรึกษาเรื่องการซื้อขายอสังหาริมทรัพย์กับผู้ซื้อและผู้ขาย คัดกรองผู้ซื้อและผู้ขาย รวมทั้งจัดการเรื่องเอกสาร,"['1. รับฝากขายพื้นที่จากเจ้าของอสังหาริมทรัพย์ รวมทั้งแนะนำผู้ซื้อที่เหมาะสมให้ และวางแผนการขายได้ในราคาที่เหมาะสม', '2. ทำสัญญาซื้อ-ขายอสังหาริมทรัพย์ ระหว่างผู้ซื้อและผู้ขาย รวมทั้งดูแลเอกสารการซื้อขายและเอกสารอื่น ๆ ที่เกี่ยวข้อง', '3. ติดต่อประสานงานให้ผู้ขายและผู้ซื้ออสังหาริมทรัพย์ เพื่อหาราคาที่ยุติกรรมและข้อตกลงร่วมกัน รวมทั้งเป็นตัวแทนเจรจา', '4. ทำการตลาดและคัดเลือกอสังหาริมทรัพย์สำหรับการซื้อขายให้กับผู้ที่ต้องการ รวมทั้งเป็นผู้ที่พาผู้ซื้อไปดูโครงการ', '5. บริหารสำนักงานอสังหาริมทรัพย์ และรายละเอียดธุรกิจที่เกี่ยวข้อง']","['- เรียนออนไลน์', '- บัตรตัวแทนนายหน้าอิสระ']",ขึ้นอยู่กับความสามารถของแต่ละบุคคล,"[['การพูดในที่สาธารณะ', 'นาน ๆ ครั้ง'], ['การประสานงานหรือนำผู้อื่น', 'บ่อยครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'บ่อยครั้ง'], ['การเดินทาง', 'ทุกวัน'], ['การอยู่ห้องแอร์', 'ทุกวัน'], ['การอยู่กลางแจ้ง', 'นาน ๆ ครั้ง'], ['อิสระในการตัดสินใจ', 'สูงมาก'], ['ความแม่นยำในการทำงาน', 'สูง'], ['การแข่งขัน', 'สูงมาก'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานยืดหยุ่นได้ (Irregular)'], ['ระยะเวลาที่ใช้ในการทำงาน', 'มากกว่า 40 ชั่วโมงต่อสัปดาห์']]","[['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การฟังอย่างลึกซึ้ง', 'การใส่ใจกับสิ่งที่ผู้อื่นกำลังพูดอย่างเต็มที่ จับประเด็นสำคัญ สอบถามในเวลาที่เหมาะสม และไม่ขัดจังหวะในการพูด'], ['• การเจรจาต่อรอง', 'การพูดคุยเพื่อหาข้อสรุปร่วมกัน และยอมรับความแตกต่างได้'], ['• การตัดสินใจ', 'การพิจารณาข้อดีและข้อเสีย เพื่อตัดสินใจเลือกวิธีที่เหมาะสมที่สุดในการทำงาน'], ['• การโน้มน้าว', 'การทำให้ผู้อื่นเปลี่ยนใจหรือพฤติกรรมที่เป็นอยู่ให้เป็นไปตามเป้าหมายที่ตั้งไว้'], ['• การคิดอย่างมีวิจารณญาณ', 'การใช้เหตุผลหรือตรรกะในการระบุจุดแข็ง และจุดอ่อนของทางเลือกต่าง ๆ ที่มี เพื่อหาข้อสรุปของแนวคิดในการแก้ไขปัญหา']]","[['• การขายและการตลาด', 'ความรู้เกี่ยวกับการทำความเข้าใจพฤติกรรม และความต้องการของผู้บริโภค การตลาด และการจำหน่ายสินค้าหรือบริการ'], ['• การบริหารงานเอกสารและธุรการ', 'ความรู้เกี่ยวกับการจัดการงานเอกสารและระบบธุรการ (เช่น การพิสูจน์อักษร การจัดเก็บเอกสาร การจดบันทึกประชุม)'], ['• การบริหาร และการจัดการ', 'ความรู้เกี่ยวกับการรวางแผนเชิงกลยุทธ์ การจัดระบบขั้นตอนการผลิตสินค้าและบริการ  การจัดการบุคลากรและทรัพยากรขององค์กร'], ['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• การศึกษา และการฝึกอบรม', 'ความรู้เกี่ยวกับการออกแบบหลักสูตรการอบรม วิธีการสอนแบบรายบุคคลหรือกลุ่ม และการวัดประเมินผลจากการสอน'], ['• กฎหมาย และการปกครอง', 'ความรู้เกี่ยวกับกฎหมาย กฎระเบียบของรัฐบาล คำสั่งของฝ่ายบริหาร ระเบียบของหน่วยงานราชการ และกระบวนการทางการเมืองแบบประชาธิปไตย']]","['พนักงานขายประกัน', 'นักขายของออนไลน์', 'นักบริหารความเสี่ยง', 'ที่ปรึกษาการลงทุนส่วนตัว', 'นักออกแบบอาคาร']",
1,การสื่อสาร การขายและการตลาด,พนักงานขายประกัน,ให้ข้อมูลและเสนอขายประกันประเภทหนึ่งให้ลูกค้า (ประกันชีวิต ประกันสุขภาพ หรือประกันอุบัติเหตุ),"['1. สอบถามและรับฟังลูกค้า เพื่อแนะนำกรมธรรม์ที่เหมาะสมกับพฤติกรรมการใช้ชีวิตของลูกค้า', '2. เสนอการขายผลิตภัณฑ์ประกันชีวิตรูปแบบต่าง ๆ เช่น ประกันชีวิต ประกันรถยนต์ ประกันบ้าน', '3. ทำสัญญาการซื้อขายประกันและรับประกันความพึงพอใจของลูกค้า รวมทั้งดูแลเอกสารอื่น ๆ ที่เกี่ยวข้องกับการทำกรมธรรม์', '4. อำนวยความสะดวกแก่ลูกค้าที่ต้องการยื่นเรื่องขอเบิกเงินประกัน หรือค่าสินไหมทดแทน', '5. หาลูกค้ารายใหม่และขยายฐานลูกค้าให้กว้างขวางมากขึ้น']",['- บริษัทขายประกัน'],ขึ้นอยู่กับความสามารถของแต่ละบุคคล,"[['การประสานงานหรือนำผู้อื่น', 'นาน ๆ ครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'บ่อยครั้ง'], ['การเดินทาง', 'นาน ๆ ครั้ง'], ['การอยู่ห้องแอร์', 'บ่อยครั้ง'], ['อิสระในการตัดสินใจ', 'สูงมาก'], ['ความแม่นยำในการทำงาน', 'สูงมาก'], ['การแข่งขัน', 'สูง'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานเป็นกิจวัตร (Regular)'], ['ระยะเวลาที่ใช้ในการทำงาน', '40 ชั่วโมงต่อสัปดาห์']]","[['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การอ่านจับใจความ', 'การทำความเข้าใจเกี่ยวกับใจความสำคัญของประโยค และย่อหน้าในเอกสารที่เกี่ยวข้องกับการทำงาน'], ['• การบริการ', 'การมีความกระตือรือร้น ใส่ใจ เพื่อหาหนทางช่วยเหลือผู้รับบริการให้พึงพอใจ'], ['• การโน้มน้าว', 'การทำให้ผู้อื่นเปลี่ยนใจหรือพฤติกรรมที่เป็นอยู่ให้เป็นไปตามเป้าหมายที่ตั้งไว้'], ['• การเจรจาต่อรอง', 'การพูดคุยเพื่อหาข้อสรุปร่วมกัน และยอมรับความแตกต่างได้'], ['• การคิดอย่างมีวิจารณญาณ', 'การใช้เหตุผลหรือตรรกะในการระบุจุดแข็ง และจุดอ่อนของทางเลือกต่าง ๆ ที่มี เพื่อหาข้อสรุปของแนวคิดในการแก้ไขปัญหา']]","[['• การขายและการตลาด', 'ความรู้เกี่ยวกับการทำความเข้าใจพฤติกรรม และความต้องการของผู้บริโภค การตลาด และการจำหน่ายสินค้าหรือบริการ'], ['• การบริหารงานเอกสารและธุรการ', 'ความรู้เกี่ยวกับการจัดการงานเอกสารและระบบธุรการ (เช่น การพิสูจน์อักษร การจัดเก็บเอกสาร การจดบันทึกประชุม)'], ['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• เศรษฐศาสตร์ และการบัญชี', 'ความรู้เกี่ยวกับการรวบรวมข้อมูลด้านเศรษฐกิจ การจัดการทรัพยากร การสร้างนโยบายสาธารณะ การเงิน การลงทุน การธนาคาร บัญชีรายรับรายจ่าย'], ['• คอมพิวเตอร์ และอิเล็กทรอนิกส์', 'ความรู้เกี่ยวกับแผงวงจรไฟฟ้า หน่วยประมวลผล ชิป (Chip) อุปกรณ์อิเล็กทรอนิกส์ ฮาร์ดแวร์ และซอฟต์แวร์ของคอมพิวเตอร์ และการเขียนโปรแกรม'], ['• คณิตศาสตร์', 'ความรู้เกี่ยวกับเลขคณิต พีชคณิต เรขาคณิต แคลคูลัส สถิติ เพื่อนำไปประยุกต์ใช้กับการทำงาน']]","['นายหน้าอสังหาริมทรัพย์', 'นักขายของออนไลน์', 'นักบริหารความเสี่ยง', 'นักคณิตศาสตร์ประกันภัย', 'นักเศรษฐศาสตร์']",
2,การสื่อสาร การขายและการตลาด,นักขายของออนไลน์,บริหารจัดการการขายออนไลน์ ตั้งแต่การวางแผนการตลาด การสั่งซื้อ การขายและการจัดส่ง เป็นต้น,"['1. รับคำสั่งซื้อ และทำเอกสารการสั่งซื้อหรือใบแจ้งหนี้ส่งให้ลูกค้า', '2. ตรวจสอบการชำระเงินของลูกค้า เพื่อจัดส่งสินค้า', '3. บริการหลังการขายแก่ลูกค้า เช่น การรับเปลี่ยนสินค้ากรณีชำรุด', '4. ตอบคำถามของลูกค้าทางออนไลน์ รวมถึงรับข้อร้องเรียนมาพัฒนาปรับปรุง', '5. ทำแผนการตลาด และการส่งเสริมการขายเพื่อให้ลูกค้ากลับมาซื้ออีกครั้ง']",['- เรียนออนไลน์'],ขึ้นอยู่กับความสามารถของแต่ละบุคคล,"[['การประสานงานหรือนำผู้อื่น', 'บ่อยครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'บ่อยครั้ง'], ['การอยู่ห้องแอร์', 'ทุกวัน'], ['อิสระในการตัดสินใจ', 'สูงมาก'], ['ความแม่นยำในการทำงาน', 'สูง'], ['การแข่งขัน', 'สูง'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานเป็นกิจวัตร (Regular)'], ['ระยะเวลาที่ใช้ในการทำงาน', '40 ชั่วโมงต่อสัปดาห์']]","[['• การอ่านจับใจความ', 'การทำความเข้าใจเกี่ยวกับใจความสำคัญของประโยค และย่อหน้าในเอกสารที่เกี่ยวข้องกับการทำงาน'], ['• การฟังอย่างลึกซึ้ง', 'การใส่ใจกับสิ่งที่ผู้อื่นกำลังพูดอย่างเต็มที่ จับประเด็นสำคัญ สอบถามในเวลาที่เหมาะสม และไม่ขัดจังหวะในการพูด'], ['• การกำกับดูแลงาน', 'การกำกับ ติดตามงาน และประเมินผลการปฏิบัติงานของตัวเอง ผู้อื่น หรือองค์กร เพื่อปรับปรุงแก้ไขได้อย่างถูกต้อง'], ['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การจัดการเงิน', 'การบริหารจัดการงบประมาณ เพื่อให้งานสำเร็จได้ตามเป้าหมาย และจัดทำบัญชีรายจ่ายที่เกิดขึ้น'], ['• การบริการ', 'การมีความกระตือรือร้น ใส่ใจ เพื่อหาหนทางช่วยเหลือผู้รับบริการให้พึงพอใจ']]","[['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• การบริหารงานเอกสารและธุรการ', 'ความรู้เกี่ยวกับการจัดการงานเอกสารและระบบธุรการ (เช่น การพิสูจน์อักษร การจัดเก็บเอกสาร การจดบันทึกประชุม)'], ['• การบริการลูกค้า', 'ความรู้เกี่ยวกับการประเมินปัญหาและความต้องการของลูกค้า การบริการ การประเมินความพึงพอใจ และการปรับปรุงการให้บริการแก่ลูกค้า'], ['• คอมพิวเตอร์ และอิเล็กทรอนิกส์', 'ความรู้เกี่ยวกับแผงวงจรไฟฟ้า หน่วยประมวลผล ชิป (Chip) อุปกรณ์อิเล็กทรอนิกส์ ฮาร์ดแวร์ และซอฟต์แวร์ของคอมพิวเตอร์ และการเขียนโปรแกรม'], ['• การบริหาร และการจัดการ', 'ความรู้เกี่ยวกับการรวางแผนเชิงกลยุทธ์ การจัดระบบขั้นตอนการผลิตสินค้าและบริการ  การจัดการบุคลากรและทรัพยากรขององค์กร'], ['• คณิตศาสตร์', 'ความรู้เกี่ยวกับเลขคณิต พีชคณิต เรขาคณิต แคลคูลัส สถิติ เพื่อนำไปประยุกต์ใช้กับการทำงาน']]","['นายหน้าอสังหาริมทรัพย์', 'พนักงานขายประกัน', 'นักวิเคราะห์การตลาดออนไลน์', 'นักคิดคำโฆษณา', 'ยูทูปเบอร์']",
3,การสื่อสาร การขายและการตลาด,วิศวกรฝ่ายขาย,ขายสินค้าเกี่ยวกับงานทางวิศวกรรม เช่น เครื่องจักร การวางระบบโครงการ,"['1. ทำความเข้าใจความต้องการของลูกค้าร่วมกับทีมขาย เพื่อเพื่อนำเสนอสินค้าและบริการที่ตรงกับความต้องการของลูกค้า', '2. ใช้ความเชี่ยวชาญทางวิศวกรรมในการขายผลิตภัณฑ์ และให้คำแนะนำในติดตั้งใช้งาน', '3. ดูแลหลังการขาย รับคำร้องเรียนของลูกค้า เพื่อนำไปปรับปรุงการให้บริการ', '4. ประชุมกับลูกค้าและวิศวกร เพื่อวางระบบที่ตรงกับความต้องการของลูกค้า', '5. ติดตามสถานะการขาย การส่งมอบสินค้าให้กับลูกค้า และตรวจสอบความเรียบร้อยว่าลูกค้าได้รับสินค้าและบริการครบถ้วน']",['- วิศวกรรมศาสตร์'],"20,000 - 50,000 บาท/เดือน","[['การพูดในที่สาธารณะ', 'นาน ๆ ครั้ง'], ['การประสานงานหรือนำผู้อื่น', 'บ่อยครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'ทุกวัน'], ['การเดินทาง', 'นาน ๆ ครั้ง'], ['การอยู่ห้องแอร์', 'บ่อยครั้ง'], ['อิสระในการตัดสินใจ', 'สูง'], ['ความแม่นยำในการทำงาน', 'ปานกลาง'], ['การแข่งขัน', 'ปานกลาง'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานเป็นกิจวัตร (Regular)'], ['ระยะเวลาที่ใช้ในการทำงาน', 'มากกว่า 40 ชั่วโมงต่อสัปดาห์']]","[['• การฟังอย่างลึกซึ้ง', 'การใส่ใจกับสิ่งที่ผู้อื่นกำลังพูดอย่างเต็มที่ จับประเด็นสำคัญ สอบถามในเวลาที่เหมาะสม และไม่ขัดจังหวะในการพูด'], ['• การโน้มน้าว', 'การทำให้ผู้อื่นเปลี่ยนใจหรือพฤติกรรมที่เป็นอยู่ให้เป็นไปตามเป้าหมายที่ตั้งไว้'], ['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การเจรจาต่อรอง', 'การพูดคุยเพื่อหาข้อสรุปร่วมกัน และยอมรับความแตกต่างได้'], ['• การคิดอย่างมีวิจารณญาณ', 'การใช้เหตุผลหรือตรรกะในการระบุจุดแข็ง และจุดอ่อนของทางเลือกต่าง ๆ ที่มี เพื่อหาข้อสรุปของแนวคิดในการแก้ไขปัญหา'], ['• การตัดสินใจ', 'การพิจารณาข้อดีและข้อเสีย เพื่อตัดสินใจเลือกวิธีที่เหมาะสมที่สุดในการทำงาน']]","[['• การขายและการตลาด', 'ความรู้เกี่ยวกับการทำความเข้าใจพฤติกรรม และความต้องการของผู้บริโภค การตลาด และการจำหน่ายสินค้าหรือบริการ'], ['• คอมพิวเตอร์ และอิเล็กทรอนิกส์', 'ความรู้เกี่ยวกับแผงวงจรไฟฟ้า หน่วยประมวลผล ชิป (Chip) อุปกรณ์อิเล็กทรอนิกส์ ฮาร์ดแวร์ และซอฟต์แวร์ของคอมพิวเตอร์ และการเขียนโปรแกรม'], ['• คณิตศาสตร์', 'ความรู้เกี่ยวกับเลขคณิต พีชคณิต เรขาคณิต แคลคูลัส สถิติ เพื่อนำไปประยุกต์ใช้กับการทำงาน'], ['• วิศวกรรม และเทคโนโลยี', 'ความรู้เกี่ยวกับการประยุกต์ใช้ทฤษฎี หลักการทางวิทยาศาสตร์และเทคโนโลยี เพื่อออกแบบและผลิตสินค้าหรือบริการต่าง ๆ ในการแก้ไขปัญหา'], ['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• การผลิต และการแปรรูป', 'ความรู้เกี่ยวกับวัตถุดิบ กระบวนการผลิต การควบคุมคุณภาพ ต้นทุน และการเพิ่มประสิทธิภาพการผลิตและการกระจายสินค้า']]","['นายหน้าอสังหาริมทรัพย์', 'วิศวกรโครงการ', 'วิศวกรวิเคราะห์ต้นทุน', 'วิศวกรโครงการ', 'วิศวกรวิเคราะห์ต้นทุน']",
4,การสื่อสาร การขายและการตลาด,นักประชาสัมพันธ์,วางแผนและดำเนินการประชาสัมพันธ์ เพื่อเสริมสร้างภาพลักษณ์ที่ดีต่อองค์กร และประชาสัมพันธ์ข่าวสาร,"['1. ศึกษานโยบาย วัตถุประสงค์ เป้าหมาย และพันธกิจขององค์กร เพื่อใช้วางแผนและดำเนินงานประชาสัมพันธ์ข่าวสาร', '2. ประชาสัมพันธ์ข่าวสารรวมทั้งโฆษณาองค์กร เพื่อสร้างการรับรู้และความเชื่อถือให้แก่ลูกค้า', '3. เลือกสื่อในการประชาสัมพันธ์ให้ไปถึงกลุ่มเป้าหมายผ่านสื่อมวลชนต่าง ๆ เช่น หนังสือพิมพ์ วิทยุ โทรทัศน์ เป็นต้น', '4. รวบรวมความคิดเห็น และความต้องการของลูกค้า เพื่อใช้ทำสื่อประชาสัมพันธ์ในอนาคต', '5. จัดการประชาสัมพันธ์เพื่อสร้างความน่าเชื่อถือขององค์กร เมื่อเกิดเหตุการณ์ที่เกิดภาพลักษณ์ที่ไม่ดีต่อองค์กร']","['- คณะนิเทศศาสตร์', '- คณะวารสารศาสตร์', '- คณะอักษรศาสตร์', '- คณะศิลปกรรมศาสตร์']","18,000 - 40,000 บาท/เดือน","[['การพูดในที่สาธารณะ', 'บ่อยครั้ง'], ['การประสานงานหรือนำผู้อื่น', 'บ่อยครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'บ่อยครั้ง'], ['การอยู่ห้องแอร์', 'ทุกวัน'], ['อิสระในการตัดสินใจ', 'สูง'], ['ความแม่นยำในการทำงาน', 'สูง'], ['การแข่งขัน', 'สูง'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานเป็นกิจวัตร (Regular)'], ['ระยะเวลาที่ใช้ในการทำงาน', 'มากกว่า 40 ชั่วโมงต่อสัปดาห์']]","[['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การอ่านจับใจความ', 'การทำความเข้าใจเกี่ยวกับใจความสำคัญของประโยค และย่อหน้าในเอกสารที่เกี่ยวข้องกับการทำงาน'], ['• การบริหารจัดการเวลา', 'การจัดการเวลาในการทำงานของตนเองและผู้อื่น ให้เกิดประโยชน์สูงสุด'], ['• การฟังอย่างลึกซึ้ง', 'การใส่ใจกับสิ่งที่ผู้อื่นกำลังพูดอย่างเต็มที่ จับประเด็นสำคัญ สอบถามในเวลาที่เหมาะสม และไม่ขัดจังหวะในการพูด'], ['• การคิดอย่างมีวิจารณญาณ', 'การใช้เหตุผลหรือตรรกะในการระบุจุดแข็ง และจุดอ่อนของทางเลือกต่าง ๆ ที่มี เพื่อหาข้อสรุปของแนวคิดในการแก้ไขปัญหา'], ['• การประสานงาน', 'การรวบรวมข้อมูลข่าวสาร และติดต่อประสานงาน เพื่อให้งานสำเร็จได้ตามเป้าหมาย']]","[['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• การขายและการตลาด', 'ความรู้เกี่ยวกับการทำความเข้าใจพฤติกรรม และความต้องการของผู้บริโภค การตลาด และการจำหน่ายสินค้าหรือบริการ'], ['• การบริการลูกค้า', 'ความรู้เกี่ยวกับการประเมินปัญหาและความต้องการของลูกค้า การบริการ การประเมินความพึงพอใจ และการปรับปรุงการให้บริการแก่ลูกค้า'], ['• การบริหารงานเอกสารและธุรการ', 'ความรู้เกี่ยวกับการจัดการงานเอกสารและระบบธุรการ (เช่น การพิสูจน์อักษร การจัดเก็บเอกสาร การจดบันทึกประชุม)'], ['• การบริหาร และการจัดการ', 'ความรู้เกี่ยวกับการรวางแผนเชิงกลยุทธ์ การจัดระบบขั้นตอนการผลิตสินค้าและบริการ  การจัดการบุคลากรและทรัพยากรขององค์กร'], ['• สังคมวิทยา และมานุษยวิทยา', 'ความรู้เกี่ยวกับการทำความเข้าใจพฤติกรรมกลุ่ม พลวัต (การเปลี่ยนแปลง) แนวโน้มอิทธิพลของสังคม และประวัติความเป็นมา']]","['นายหน้าการท่องเที่ยว', 'มัคคุเทศก์/ไกด์นำเที่ยว', 'นักเขียน', 'นักคิดคำโฆษณา', 'นักข่าว']",
5,การสื่อสาร การขายและการตลาด,นักวิเคราะห์การตลาดออนไลน์,ใช้กลยุทธ์ในการทำการตลาดทางออนไลน์ เพื่อเพิ่มการเข้าถึงผลิตภัณฑ์และบริการบนอินเตอร์เน็ต,"['1. เก็บรวบรวมและวิเคราะห์ข้อมูลจากเว็บไซต์ เช่น การเข้าชม เวลา การซื้อขาย ที่มาของการเข้าชม จำนวนการเข้าถึง เป็นต้น', '2. ระบุตัวชี้วัดและรายงานปัจจัยที่จะใช้ทำแคมเปญ', '3. ช่วยตั้งค่าหรือเพิ่มประสิทธิภาพการวิเคราะห์สำหรับการติดตามพฤติกรรมของผู้เข้าชม', '4. ทำงานร่วมกับนักพัฒนา (Developer) เพื่อให้ผู้ใช้งานเข้าถึงเว็บไซต์ได้มากขึ้น', '5. กำหนดกลยุทธ์การตลาดออนไลน์ เช่น การจ่ายค่าโฆษณา การทำแผนส่งเสริมการขาย หรือสื่อไวรัล']","['- คณะนิเทศศาสตร์', '- คณะวิทยาการจัดการ', '- คณะพาณิชยฯและการจัดการ', '- คณะบริหารธุรกิจ', '- คณะพาณิชยศาสตร์และการบัญชี']","22,000 - 50,000 บาท/เดือน","[['การประสานงานหรือนำผู้อื่น', 'นาน ๆ ครั้ง'], ['การเจอทีม', 'บ่อยครั้ง'], ['การพบปะพูดคุยกับผู้รับบริการ', 'นาน ๆ ครั้ง'], ['การอยู่ห้องแอร์', 'บ่อยครั้ง'], ['อิสระในการตัดสินใจ', 'สูง'], ['ความแม่นยำในการทำงาน', 'สูง'], ['การแข่งขัน', 'สูง'], ['ความขัดแย้ง', 'ปานกลาง'], ['ลักษณะเวลาทำงาน', 'เวลาทำงานเป็นกิจวัตร (Regular)'], ['ระยะเวลาที่ใช้ในการทำงาน', 'มากกว่า 40 ชั่วโมงต่อสัปดาห์']]","[['• การพูด', 'การพูดคุยกับผู้อื่น เพื่อสื่อสารข้อมูลอย่างมีประสิทธิภาพ'], ['• การแก้ไขปัญหาที่ซับซ้อน', 'การระบุลักษณะปัญหาที่มีความซับซ้อนและทบทวนข้อมูลที่เกี่ยวข้อง เพื่อประเมินทางเลือกต่าง ๆ ในการแก้ไขปัญหา'], ['• การเขียน', 'การเขียนประเด็นสำคัญผ่านการเลือกใช้คำ ระดับภาษา และวิธีการเล่าเรื่องให้เข้ากับผู้อ่านได้อย่างมีประสิทธิภาพ'], ['• การคิดอย่างมีวิจารณญาณ', 'การใช้เหตุผลหรือตรรกะในการระบุจุดแข็ง และจุดอ่อนของทางเลือกต่าง ๆ ที่มี เพื่อหาข้อสรุปของแนวคิดในการแก้ไขปัญหา'], ['• การเรียนรู้เชิงประยุกต์', 'การทำความเข้าใจเกี่ยวกับข้อมูลใหม่ ๆ เพื่อมาใช้ในการตัดสินใจและแก้ไขปัญหา ทั้งในปัจจุบันและอนาคต'], ['• การฟังอย่างลึกซึ้ง', 'การใส่ใจกับสิ่งที่ผู้อื่นกำลังพูดอย่างเต็มที่ จับประเด็นสำคัญ สอบถามในเวลาที่เหมาะสม และไม่ขัดจังหวะในการพูด']]","[['• คอมพิวเตอร์ และอิเล็กทรอนิกส์', 'ความรู้เกี่ยวกับแผงวงจรไฟฟ้า หน่วยประมวลผล ชิป (Chip) อุปกรณ์อิเล็กทรอนิกส์ ฮาร์ดแวร์ และซอฟต์แวร์ของคอมพิวเตอร์ และการเขียนโปรแกรม'], ['• ภาษาไทย', 'ความรู้เกี่ยวกับหลักภาษาไทย รวมถึงความหมาย การสะกดคำ หลักเกณฑ์การเขียน และไวยากรณ์ของภาษา'], ['• การบริการลูกค้า', 'ความรู้เกี่ยวกับการประเมินปัญหาและความต้องการของลูกค้า การบริการ การประเมินความพึงพอใจ และการปรับปรุงการให้บริการแก่ลูกค้า'], ['• คณิตศาสตร์', 'ความรู้เกี่ยวกับเลขคณิต พีชคณิต เรขาคณิต แคลคูลัส สถิติ เพื่อนำไปประยุกต์ใช้กับการทำงาน'], ['• การบริหารงานเอกสารและธุรการ', 'ความรู้เกี่ยวกับการจัดการงานเอกสารและระบบธุรการ (เช่น การพิสูจน์อักษร การจัดเก็บเอกสาร การจดบันทึกประชุม)'], ['• สื่อ และการสื่อสาร', 'ความรู้เกี่ยวกับวิธีการประชาสัมพันธ์ข้อมูล การสร้างความบันเทิง ผ่านการเขียน การพูด และการใช้ภาพประกอบการสื่อสาร']]","['นักขายของออนไลน์', 'นักวิเคราะห์และวางแผนธุรกิจ', 'นักวิเคราะห์ข้อมูล', 'นักออกแบบกราฟฟิก', 'นักข่าว']",
